STATE,WEEK,SU_ID,perception,ECON1,ECON2,ECON1_worked,ECON2_hours
TX,2,0028141378,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022218968,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023672704,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0021418334,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,2,0020768183,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
TX,2,0040000531,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040005688,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022790519,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028869273,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020476852,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020241533,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040008420,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020510681,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040000068,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0029918985,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,2,0028703465,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0024983168,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,2,0040007934,0.237,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
NY,2,0023839092,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022152402,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028438463,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",42,1.0,42.0
TX,2,0029778298,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029944178,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0040007539,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0020495338,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029868090,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007649,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0020019877,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025102669,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022234705,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040002509,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027331935,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040002535,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025651917,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0029202890,0.237,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025566859,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028029606,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024837234,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007667,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040008540,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020328396,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004434,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023182898,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025562183,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0028807961,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021280527,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022677578,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0021989474,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027221303,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0028940800,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021003733,0.2,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021977800,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023325874,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021644235,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022133411,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021569899,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021769821,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022254636,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0024296238,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029386969,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023807340,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027966249,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026992787,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,2,0026137545,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022661050,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040000681,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024082807,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025135566,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020318647,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025775866,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020365337,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040008034,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022300065,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040002280,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",36,1.0,36.0
TX,2,0026800397,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025546816,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0028368795,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040004182,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029928104,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007312,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0021504910,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007274,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021315711,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020282022,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004999,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0029890458,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0025358319,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022807054,0.15,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040005271,0.273,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023908674,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021273874,0.015,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022011128,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024990307,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022456694,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028279311,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007500,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0040005465,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040000686,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023903874,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040004747,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026028702,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023526312,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0028759624,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027198932,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040008209,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025673433,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020312396,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023929325,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021932032,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026044419,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024904984,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007310,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040003610,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026119722,0.217,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0020802180,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004962,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027352713,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0020089536,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026002538,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021981367,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028306262,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0027624716,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028309637,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027289473,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040008341,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0040003572,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040005103,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0027676863,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040001359,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022442422,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",46,1.0,46.0
NY,2,0023175422,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022289679,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021299884,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026861435,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,2,0023755543,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026112880,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040000287,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040004352,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040002045,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021593931,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021921288,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0027988027,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023834942,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020783643,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0022337222,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040000442,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004156,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040008036,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0024284770,0.013,"(1) Yes, I worked for someone else for wages, salary, piece",41,1.0,41.0
NY,2,0026353645,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021121631,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0021002942,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020456818,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024922603,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0025502273,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022519623,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",32,1.0,32.0
NY,2,0040008178,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026340377,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028804677,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024061236,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0027429516,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007105,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026249584,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028165552,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",32,1.0,32.0
NY,2,0020324741,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026439148,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029216575,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024599593,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024521142,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021522281,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,2,0026481158,0.023,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021653834,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026397759,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028181349,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023915781,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024465648,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0025984302,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0028980571,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029024423,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040006384,0.013,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,2,0025539422,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",42,1.0,42.0
NY,2,0024627158,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",70,1.0,70.0
TX,2,0027085828,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007499,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040001415,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023692751,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0028225644,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020355595,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040008033,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040000910,0.037,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021422721,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025563663,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022746359,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,2,0040007102,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
TX,2,0026729694,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028225334,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007937,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
NY,2,0026717542,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0023920265,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025530017,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023687770,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0028478911,0.023,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040001836,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007662,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023525816,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0040007248,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0040002901,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028130391,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022863835,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0029696325,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0040008278,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0027451022,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007611,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",25,1.0,25.0
NY,2,0025230832,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022090331,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040008478,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",25,1.0,25.0
NY,2,0020361535,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007978,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040001704,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040008052,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0040007598,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0021063506,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0027794729,0.013,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025210058,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020389664,0.023,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020071601,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028848792,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020873126,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040002184,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025441664,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0025372352,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040002806,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027272259,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027633780,0.127,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,2,0040000408,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022746258,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040004861,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023172466,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027724198,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0025274453,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040000778,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020388779,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,2,0022636966,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026982085,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040008127,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0040001117,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0022665519,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023926462,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0021236569,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0020718986,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024777691,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024593418,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0021008820,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027858854,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026541725,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040006917,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0027661016,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007986,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027621554,0.027,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0029960040,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026079659,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027865733,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0025780678,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0025031398,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020774858,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024057452,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007210,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007576,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,2,0024203939,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040006256,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028070074,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0026452403,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",42,1.0,42.0
TX,2,0028500825,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022190730,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023139276,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007362,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026193679,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022962876,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027283448,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024442245,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029555304,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021673559,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",32,1.0,32.0
NY,2,0040005003,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0025391190,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",75,1.0,75.0
NY,2,0029567944,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040000184,0.075,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0024027214,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021382341,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,2,0021231835,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022140129,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027926424,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020089344,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0026709911,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021783096,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029543414,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0021415702,0.025,(98) SKIPPED ON WEB,,,
TX,2,0040001470,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040008095,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0040005200,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040003665,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021859396,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040005943,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040006647,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040001882,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028735947,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0020641570,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0021770045,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021832331,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0027395985,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
NY,2,0040007761,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,2,0021497489,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0027343119,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040002743,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024748072,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029893108,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025653021,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007818,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007573,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0023447414,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027113745,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020972204,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040007165,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",25,1.0,25.0
NY,2,0022454419,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028810474,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024448625,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023914560,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040008054,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007401,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,2,0027506797,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040000420,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,2,0040003305,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,2,0028030092,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
NY,2,0028479103,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040000630,0.025,"(3) No, I did not work for pay last week.",,0.0,
